Zone,Country,ISO3,Year, Population , PCDEA , MDI , PIMII ,Fortification
Subsaharan Africa,Uganda,UGA,1973," 10,257,000 "," 2,314 ", 0.89 , 16.21 ,0
Subsaharan Africa,Uganda,UGA,1974," 10,534,000 "," 2,359 ", 0.90 , 14.47 ,0
Subsaharan Africa,Uganda,UGA,1975," 10,827,000 "," 2,361 ", 0.90 , 13.69 ,0
Subsaharan Africa,Uganda,UGA,1976," 11,140,000 "," 2,402 ", 0.87 , 16.47 ,0
Subsaharan Africa,Uganda,UGA,1977," 11,471,000 "," 2,367 ", 0.88 , 17.07 ,0
Subsaharan Africa,Uganda,UGA,1978," 11,818,000 "," 2,281 ", 0.91 , 13.99 ,0
Subsaharan Africa,Uganda,UGA,1979," 12,179,000 "," 2,141 ", 0.91 , 16.92 ,0
Subsaharan Africa,Uganda,UGA,1980," 12,550,000 "," 2,048 ", 0.92 , 18.76 ,0
Subsaharan Africa,Uganda,UGA,1981," 12,931,000 "," 2,105 ", 0.92 , 16.92 ,0
Subsaharan Africa,Uganda,UGA,1982," 13,324,000 "," 2,228 ", 0.91 , 15.25 ,0
Subsaharan Africa,Uganda,UGA,1983," 13,738,000 "," 2,327 ", 0.90 , 13.40 ,0
Subsaharan Africa,Uganda,UGA,1984," 14,182,000 "," 2,185 ", 0.91 , 14.83 ,0
Subsaharan Africa,Uganda,UGA,1985," 14,661,000 "," 2,080 ", 0.91 , 16.78 ,0
Subsaharan Africa,Uganda,UGA,1986," 15,181,000 "," 2,092 ", 0.90 , 17.26 ,0
Subsaharan Africa,Uganda,UGA,1987," 15,736,000 "," 2,137 ", 0.89 , 17.36 ,0
Subsaharan Africa,Uganda,UGA,1988," 16,320,000 "," 2,202 ", 0.89 , 16.56 ,0
Subsaharan Africa,Uganda,UGA,1989," 16,923,000 "," 2,324 ", 0.89 , 15.12 ,0
Subsaharan Africa,Uganda,UGA,1990," 17,535,000 "," 2,329 ", 0.89 , 14.79 ,0
Subsaharan Africa,Uganda,UGA,1991," 18,156,000 "," 2,270 ", 0.89 , 16.20 ,0
Subsaharan Africa,Uganda,UGA,1992," 18,788,000 "," 2,218 ", 0.89 , 16.67 ,0
Subsaharan Africa,Uganda,UGA,1993," 19,430,000 "," 2,241 ", 0.89 , 16.60 ,0
Subsaharan Africa,Uganda,UGA,1994," 20,081,000 "," 2,231 ", 0.89 , 17.04 ,0
Subsaharan Africa,Uganda,UGA,1995," 20,741,000 "," 2,235 ", 0.88 , 17.70 ,0
Subsaharan Africa,Uganda,UGA,1996," 21,408,000 "," 2,129 ", 0.87 , 21.15 ,0
Subsaharan Africa,Uganda,UGA,1997," 22,085,000 "," 2,154 ", 0.87 , 20.47 ,0
Subsaharan Africa,Uganda,UGA,1998," 22,780,000 "," 2,266 ", 0.88 , 17.59 ,0
Subsaharan Africa,Uganda,UGA,1999," 23,508,000 "," 2,247 ", 0.87 , 18.60 ,0
Subsaharan Africa,Uganda,UGA,2000," 24,276,000 "," 2,264 ", 0.87 , 18.76 ,0
Subsaharan Africa,Uganda,UGA,2001," 25,088,000 "," 2,279 ", 0.87 , 17.69 ,0
Subsaharan Africa,Uganda,UGA,2002," 25,943,000 "," 2,326 ", 0.87 , 17.01 ,0
Subsaharan Africa,Uganda,UGA,2003," 26,838,000 "," 2,377 ", 0.88 , 15.18 ,0
Subsaharan Africa,Uganda,UGA,2004," 27,767,000 "," 2,347 ", 0.88 , 15.74 ,0
Subsaharan Africa,Uganda,UGA,2005," 28,725,000 "," 2,346 ", 0.89 , 15.01 ,0
Subsaharan Africa,Uganda,UGA,2006," 29,711,000 "," 2,293 ", 0.89 , 15.85 ,0
Subsaharan Africa,Uganda,UGA,2007," 30,729,000 "," 2,257 ", 0.90 , 15.70 ,0
Subsaharan Africa,Uganda,UGA,2008," 31,779,000 "," 2,245 ", 0.89 , 18.73 ,0
Subsaharan Africa,Uganda,UGA,2009," 32,864,000 "," 2,271 ", 0.88 , 18.83 ,0
Subsaharan Africa,Uganda,UGA,2010," 33,987,000 "," 2,289 ", 0.88 , 18.34 ,0
Subsaharan Africa,Uganda,UGA,2011," 35,148,000 "," 2,275 ", 0.98 , 5.14 ,1
Subsaharan Africa,Uganda,UGA,2011," 35,148,000 "," 2,275 ", 0.88 , 18.41 ,0
Other,Ukraine,UKR,1992," 51,648,000 "," 3,367 ", 0.92 , 4.91 ,0
Other,Ukraine,UKR,1993," 51,555,000 "," 3,242 ", 0.93 , 5.73 ,0
Other,Ukraine,UKR,1994," 51,390,000 "," 2,978 ", 0.95 , 6.02 ,0
Other,Ukraine,UKR,1995," 51,147,000 "," 2,881 ", 0.95 , 6.04 ,0
Other,Ukraine,UKR,1996," 50,821,000 "," 2,796 ", 0.95 , 7.43 ,0
Other,Ukraine,UKR,1997," 50,422,000 "," 2,852 ", 0.96 , 6.86 ,0
Other,Ukraine,UKR,1998," 49,974,000 "," 2,831 ", 0.95 , 7.38 ,0
Other,Ukraine,UKR,1999," 49,511,000 "," 2,776 ", 0.95 , 8.75 ,0
Other,Ukraine,UKR,2000," 49,057,000 "," 2,894 ", 0.95 , 7.43 ,0
Other,Ukraine,UKR,2001," 48,621,000 "," 3,010 ", 0.95 , 6.37 ,0
Other,Ukraine,UKR,2002," 48,201,000 "," 3,028 ", 0.94 , 6.70 ,0
Other,Ukraine,UKR,2003," 47,807,000 "," 3,045 ", 0.94 , 6.33 ,0
Other,Ukraine,UKR,2004," 47,450,000 "," 3,193 ", 0.94 , 5.08 ,0
Other,Ukraine,UKR,2005," 47,136,000 "," 3,210 ", 0.94 , 4.87 ,0
Other,Ukraine,UKR,2006," 46,871,000 "," 3,244 ", 0.94 , 4.62 ,0
Other,Ukraine,UKR,2007," 46,653,000 "," 3,243 ", 0.95 , 4.34 ,0
Other,Ukraine,UKR,2008," 46,461,000 "," 3,252 ", 0.95 , 4.59 ,0
Other,Ukraine,UKR,2009," 46,267,000 "," 3,161 ", 0.95 , 4.74 ,0
Other,Ukraine,UKR,2010," 46,050,000 "," 3,114 ", 0.94 , 5.63 ,0
Other,Ukraine,UKR,2011," 45,803,000 "," 3,142 ", 0.95 , 4.58 ,1
Other,Ukraine,UKR,2011," 45,803,000 "," 3,142 ", 0.95 , 4.58 ,0
Latin America,Uruguay,URY,1961," 2,572,000 "," 2,798 ", 0.97 , 7.98 ,0
Latin America,Uruguay,URY,1962," 2,604,000 "," 2,706 ", 0.96 , 10.24 ,0
Latin America,Uruguay,URY,1963," 2,635,000 "," 2,776 ", 0.96 , 8.65 ,0
Latin America,Uruguay,URY,1964," 2,666,000 "," 2,946 ", 0.95 , 8.10 ,0
Latin America,Uruguay,URY,1965," 2,695,000 "," 2,783 ", 0.94 , 10.49 ,0
Latin America,Uruguay,URY,1966," 2,723,000 "," 2,815 ", 0.96 , 8.99 ,0
Latin America,Uruguay,URY,1967," 2,750,000 "," 2,702 ", 0.95 , 11.84 ,0
Latin America,Uruguay,URY,1968," 2,775,000 "," 2,794 ", 0.94 , 11.34 ,0
Latin America,Uruguay,URY,1969," 2,795,000 "," 2,941 ", 0.95 , 8.26 ,0
Latin America,Uruguay,URY,1970," 2,810,000 "," 3,028 ", 0.95 , 7.50 ,0
Latin America,Uruguay,URY,1971," 2,818,000 "," 2,872 ", 0.96 , 8.90 ,0
Latin America,Uruguay,URY,1972," 2,822,000 "," 2,893 ", 0.95 , 9.75 ,0
Latin America,Uruguay,URY,1973," 2,822,000 "," 2,776 ", 0.95 , 10.57 ,0
Latin America,Uruguay,URY,1974," 2,824,000 "," 2,906 ", 0.95 , 9.57 ,0
Latin America,Uruguay,URY,1975," 2,830,000 "," 2,976 ", 0.94 , 9.30 ,0
Latin America,Uruguay,URY,1976," 2,842,000 "," 2,882 ", 0.95 , 9.51 ,0
Latin America,Uruguay,URY,1977," 2,857,000 "," 2,698 ", 0.94 , 12.27 ,0
Latin America,Uruguay,URY,1978," 2,876,000 "," 2,698 ", 0.94 , 11.73 ,0
Latin America,Uruguay,URY,1979," 2,896,000 "," 2,880 ", 0.95 , 8.87 ,0
Latin America,Uruguay,URY,1980," 2,916,000 "," 2,864 ", 0.95 , 9.47 ,0
Latin America,Uruguay,URY,1981," 2,935,000 "," 2,863 ", 0.95 , 9.53 ,0
Latin America,Uruguay,URY,1982," 2,954,000 "," 2,789 ", 0.95 , 9.68 ,0
Latin America,Uruguay,URY,1983," 2,973,000 "," 2,571 ", 0.96 , 11.61 ,0
Latin America,Uruguay,URY,1984," 2,993,000 "," 2,667 ", 0.96 , 10.07 ,0
Latin America,Uruguay,URY,1985," 3,012,000 "," 2,642 ", 0.96 , 10.79 ,0
Latin America,Uruguay,URY,1986," 3,031,000 "," 2,552 ", 0.96 , 11.68 ,0
Latin America,Uruguay,URY,1987," 3,050,000 "," 2,610 ", 0.97 , 9.64 ,0
Latin America,Uruguay,URY,1988," 3,069,000 "," 2,589 ", 0.96 , 11.60 ,0
Latin America,Uruguay,URY,1989," 3,089,000 "," 2,505 ", 0.96 , 12.42 ,0
Latin America,Uruguay,URY,1990," 3,110,000 "," 2,508 ", 0.94 , 14.96 ,0
Latin America,Uruguay,URY,1991," 3,132,000 "," 2,685 ", 0.94 , 12.08 ,0
Latin America,Uruguay,URY,1992," 3,155,000 "," 2,770 ", 0.95 , 10.59 ,0
Latin America,Uruguay,URY,1993," 3,178,000 "," 2,762 ", 0.95 , 11.01 ,0
Latin America,Uruguay,URY,1994," 3,201,000 "," 2,805 ", 0.96 , 8.68 ,0
Latin America,Uruguay,URY,1995," 3,224,000 "," 2,683 ", 0.97 , 8.67 ,0
Latin America,Uruguay,URY,1996," 3,248,000 "," 2,780 ", 0.97 , 6.76 ,0
Latin America,Uruguay,URY,1997," 3,271,000 "," 2,753 ", 0.98 , 5.96 ,0
Latin America,Uruguay,URY,1998," 3,292,000 "," 2,792 ", 0.97 , 7.65 ,0
Latin America,Uruguay,URY,1999," 3,309,000 "," 2,833 ", 0.97 , 6.56 ,0
Latin America,Uruguay,URY,2000," 3,321,000 "," 2,867 ", 0.98 , 5.05 ,0
Latin America,Uruguay,URY,2001," 3,327,000 "," 2,830 ", 0.98 , 4.51 ,0
Latin America,Uruguay,URY,2002," 3,328,000 "," 2,819 ", 0.98 , 6.21 ,0
Latin America,Uruguay,URY,2003," 3,325,000 "," 2,804 ", 0.97 , 5.64 ,0
Latin America,Uruguay,URY,2004," 3,324,000 "," 2,797 ", 0.97 , 6.72 ,0
Latin America,Uruguay,URY,2005," 3,325,000 "," 2,854 ", 0.96 , 7.10 ,0
Latin America,Uruguay,URY,2006," 3,330,000 "," 2,855 ", 0.96 , 7.16 ,0
Latin America,Uruguay,URY,2007," 3,338,000 "," 2,886 ", 0.96 , 5.27 ,0
Latin America,Uruguay,URY,2008," 3,349,000 "," 2,870 ", 0.96 , 6.67 ,0
Latin America,Uruguay,URY,2009," 3,360,000 "," 2,851 ", 0.96 , 7.41 ,0
Latin America,Uruguay,URY,2010," 3,372,000 "," 2,950 ", 0.97 , 5.64 ,0
Latin America,Uruguay,URY,2011," 3,383,000 "," 2,936 ", 0.96 , 6.39 ,0
Latin America,Uruguay,URY,2011," 3,383,000 "," 2,936 ", 0.98 , 3.14 ,1
High Income NES,United States,USA,1961," 189,276,000 "," 2,880 ", 0.98 , 4.02 ,0
High Income NES,United States,USA,1962," 192,077,000 "," 2,858 ", 0.98 , 4.11 ,0
High Income NES,United States,USA,1963," 194,751,000 "," 2,856 ", 0.98 , 4.38 ,0
High Income NES,United States,USA,1964," 197,288,000 "," 2,927 ", 0.98 , 4.36 ,0
High Income NES,United States,USA,1965," 199,686,000 "," 2,924 ", 0.98 , 4.55 ,0
High Income NES,United States,USA,1966," 201,937,000 "," 2,953 ", 0.98 , 4.31 ,0
High Income NES,United States,USA,1967," 204,047,000 "," 2,972 ", 0.98 , 4.11 ,0
High Income NES,United States,USA,1968," 206,048,000 "," 2,998 ", 0.98 , 4.01 ,0
High Income NES,United States,USA,1969," 207,984,000 "," 3,031 ", 0.98 , 3.87 ,0
High Income NES,United States,USA,1970," 209,891,000 "," 3,021 ", 0.98 , 4.75 ,0
High Income NES,United States,USA,1971," 211,782,000 "," 3,047 ", 0.98 , 4.47 ,0
High Income NES,United States,USA,1972," 213,659,000 "," 3,055 ", 0.97 , 4.92 ,0
High Income NES,United States,USA,1973," 215,547,000 "," 3,039 ", 0.98 , 4.52 ,0
High Income NES,United States,USA,1974," 217,467,000 "," 3,026 ", 0.98 , 5.04 ,0
High Income NES,United States,USA,1975," 219,439,000 "," 3,026 ", 0.98 , 4.59 ,0
High Income NES,United States,USA,1976," 221,475,000 "," 3,157 ", 0.97 , 4.50 ,0
High Income NES,United States,USA,1977," 223,578,000 "," 3,134 ", 0.97 , 4.74 ,0
High Income NES,United States,USA,1978," 225,739,000 "," 3,155 ", 0.97 , 4.45 ,0
High Income NES,United States,USA,1979," 227,942,000 "," 3,209 ", 0.97 , 4.10 ,0
High Income NES,United States,USA,1980," 230,176,000 "," 3,177 ", 0.97 , 4.84 ,0
High Income NES,United States,USA,1981," 232,441,000 "," 3,217 ", 0.96 , 4.41 ,0
High Income NES,United States,USA,1982," 234,743,000 "," 3,185 ", 0.97 , 4.59 ,0
High Income NES,United States,USA,1983," 237,080,000 "," 3,224 ", 0.97 , 4.52 ,0
High Income NES,United States,USA,1984," 239,456,000 "," 3,273 ", 0.97 , 4.09 ,0
High Income NES,United States,USA,1985," 241,870,000 "," 3,378 ", 0.96 , 3.38 ,0
High Income NES,United States,USA,1986," 244,329,000 "," 3,346 ", 0.96 , 3.65 ,0
High Income NES,United States,USA,1987," 246,833,000 "," 3,447 ", 0.96 , 3.14 ,0
High Income NES,United States,USA,1988," 249,371,000 "," 3,455 ", 0.95 , 3.38 ,0
High Income NES,United States,USA,1989," 251,931,000 "," 3,431 ", 0.96 , 3.25 ,0
High Income NES,United States,USA,1990," 254,507,000 "," 3,484 ", 0.95 , 3.25 ,0
High Income NES,United States,USA,1991," 257,077,000 "," 3,520 ", 0.95 , 2.98 ,0
High Income NES,United States,USA,1992," 259,652,000 "," 3,552 ", 0.95 , 2.98 ,0
High Income NES,United States,USA,1993," 262,290,000 "," 3,599 ", 0.95 , 2.94 ,0
High Income NES,United States,USA,1994," 265,070,000 "," 3,655 ", 0.95 , 2.33 ,0
High Income NES,United States,USA,1995," 268,040,000 "," 3,573 ", 0.95 , 2.67 ,0
High Income NES,United States,USA,1996," 271,232,000 "," 3,580 ", 0.95 , 2.57 ,0
High Income NES,United States,USA,1997," 274,606,000 "," 3,640 ", 0.95 , 2.40 ,0
High Income NES,United States,USA,1998," 278,054,000 "," 3,655 ", 0.95 , 2.36 ,0
High Income NES,United States,USA,1999," 281,419,000 "," 3,666 ", 0.95 , 2.15 ,0
High Income NES,United States,USA,2000," 284,594,000 "," 3,750 ", 0.95 , 2.10 ,0
High Income NES,United States,USA,2001," 287,533,000 "," 3,704 ", 0.95 , 2.48 ,0
High Income NES,United States,USA,2002," 290,270,000 "," 3,780 ", 0.95 , 2.36 ,0
High Income NES,United States,USA,2003," 292,883,000 "," 3,776 ", 0.95 , 2.23 ,0
High Income NES,United States,USA,2004," 295,487,000 "," 3,808 ", 0.95 , 2.17 ,0
High Income NES,United States,USA,2005," 298,166,000 "," 3,829 ", 0.94 , 2.30 ,0
High Income NES,United States,USA,2006," 300,943,000 "," 3,780 ", 0.95 , 2.38 ,0
High Income NES,United States,USA,2007," 303,787,000 "," 3,762 ", 0.95 , 2.33 ,0
High Income NES,United States,USA,2008," 306,657,000 "," 3,699 ", 0.95 , 2.74 ,0
High Income NES,United States,USA,2009," 309,492,000 "," 3,650 ", 0.95 , 2.75 ,0
High Income NES,United States,USA,2010," 312,247,000 "," 3,653 ", 0.94 , 3.03 ,0
High Income NES,United States,USA,2011," 314,912,000 "," 3,638 ", 0.94 , 3.33 ,0
High Income NES,United States,USA,2011," 314,912,000 "," 3,638 ", 0.97 , 1.26 ,1
WCANA,Uzbekistan,UZB,1992," 21,534,000 "," 2,712 ", 0.91 , 10.90 ,0
WCANA,Uzbekistan,UZB,1993," 22,023,000 "," 2,705 ", 0.90 , 12.20 ,0
WCANA,Uzbekistan,UZB,1994," 22,498,000 "," 2,690 ", 0.91 , 11.40 ,0
WCANA,Uzbekistan,UZB,1995," 22,951,000 "," 2,653 ", 0.90 , 13.27 ,0
WCANA,Uzbekistan,UZB,1996," 23,381,000 "," 2,593 ", 0.90 , 14.81 ,0
WCANA,Uzbekistan,UZB,1997," 23,790,000 "," 2,541 ", 0.90 , 16.06 ,0
WCANA,Uzbekistan,UZB,1998," 24,171,000 "," 2,489 ", 0.89 , 17.89 ,0
WCANA,Uzbekistan,UZB,1999," 24,518,000 "," 2,424 ", 0.91 , 17.11 ,0
WCANA,Uzbekistan,UZB,2000," 24,829,000 "," 2,349 ", 0.92 , 18.84 ,0
WCANA,Uzbekistan,UZB,2001," 25,099,000 "," 2,275 ", 0.93 , 18.22 ,0
WCANA,Uzbekistan,UZB,2002," 25,334,000 "," 2,275 ", 0.93 , 17.60 ,0
WCANA,Uzbekistan,UZB,2003," 25,554,000 "," 2,342 ", 0.93 , 15.73 ,0
WCANA,Uzbekistan,UZB,2004," 25,784,000 "," 2,379 ", 0.93 , 15.05 ,0
WCANA,Uzbekistan,UZB,2005," 26,044,000 "," 2,465 ", 0.93 , 13.87 ,0
WCANA,Uzbekistan,UZB,2006," 26,341,000 "," 2,545 ", 0.94 , 11.33 ,0
WCANA,Uzbekistan,UZB,2007," 26,669,000 "," 2,566 ", 0.94 , 10.88 ,0
WCANA,Uzbekistan,UZB,2008," 27,023,000 "," 2,581 ", 0.94 , 9.60 ,0
WCANA,Uzbekistan,UZB,2009," 27,393,000 "," 2,584 ", 0.97 , 6.54 ,0
WCANA,Uzbekistan,UZB,2010," 27,769,000 "," 2,634 ", 0.97 , 5.73 ,0
WCANA,Uzbekistan,UZB,2011," 28,152,000 "," 2,670 ", 0.99 , 3.02 ,1
WCANA,Uzbekistan,UZB,2011," 28,152,000 "," 2,670 ", 0.98 , 4.93 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1961," 82,000 "," 1,807 ", 0.87 , 43.33 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1962," 83,000 "," 1,981 ", 0.84 , 39.95 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1963," 84,000 "," 1,850 ", 0.87 , 41.99 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1964," 85,000 "," 1,962 ", 0.84 , 40.97 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1965," 86,000 "," 2,002 ", 0.85 , 37.55 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1966," 87,000 "," 2,104 ", 0.85 , 33.38 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1967," 88,000 "," 2,071 ", 0.86 , 35.28 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1968," 89,000 "," 2,138 ", 0.86 , 31.74 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1969," 90,000 "," 2,189 ", 0.85 , 31.24 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1970," 90,000 "," 2,248 ", 0.86 , 28.21 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1971," 91,000 "," 2,292 ", 0.86 , 25.78 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1972," 92,000 "," 2,316 ", 0.85 , 27.16 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1973," 94,000 "," 2,258 ", 0.85 , 28.79 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1974," 95,000 "," 2,144 ", 0.87 , 30.07 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1975," 96,000 "," 2,216 ", 0.85 , 31.42 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1976," 97,000 "," 2,243 ", 0.85 , 30.96 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1977," 98,000 "," 2,267 ", 0.86 , 29.17 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1978," 99,000 "," 2,233 ", 0.87 , 28.60 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1979," 100,000 "," 2,359 ", 0.85 , 27.27 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1980," 101,000 "," 2,379 ", 0.84 , 28.65 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1981," 101,000 "," 2,472 ", 0.80 , 32.50 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1982," 102,000 "," 2,417 ", 0.83 , 29.46 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1983," 103,000 "," 2,400 ", 0.80 , 34.26 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1984," 104,000 "," 2,412 ", 0.83 , 30.36 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1985," 104,000 "," 2,407 ", 0.83 , 30.18 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1986," 105,000 "," 2,403 ", 0.83 , 29.71 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1987," 106,000 "," 2,394 ", 0.88 , 23.85 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1988," 107,000 "," 2,366 ", 0.87 , 25.57 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1989," 107,000 "," 2,295 ", 0.89 , 25.80 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1990," 108,000 "," 2,320 ", 0.87 , 26.85 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1991," 108,000 "," 2,354 ", 0.88 , 25.16 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1992," 108,000 "," 2,341 ", 0.87 , 27.03 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1993," 108,000 "," 2,451 ", 0.86 , 25.70 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1994," 108,000 "," 2,318 ", 0.87 , 28.29 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1995," 108,000 "," 2,319 ", 0.88 , 26.50 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1996," 108,000 "," 2,318 ", 0.88 , 25.69 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1997," 108,000 "," 2,305 ", 0.91 , 23.05 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1998," 108,000 "," 2,367 ", 0.90 , 23.63 ,0
Latin America,Saint Vincent and the Grenadines,VCT,1999," 108,000 "," 2,467 ", 0.91 , 20.15 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2000," 108,000 "," 2,495 ", 0.90 , 21.07 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2001," 108,000 "," 2,477 ", 0.91 , 19.58 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2002," 108,000 "," 2,630 ", 0.94 , 10.85 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2003," 108,000 "," 2,654 ", 0.94 , 10.32 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2004," 109,000 "," 2,688 ", 0.94 , 10.10 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2005," 109,000 "," 2,747 ", 0.95 , 8.02 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2006," 109,000 "," 2,778 ", 0.95 , 7.94 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2007," 109,000 "," 2,798 ", 0.96 , 7.18 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2008," 109,000 "," 2,825 ", 0.96 , 6.39 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2009," 109,000 "," 2,834 ", 0.97 , 6.23 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2010," 109,000 "," 2,895 ", 0.98 , 3.03 ,0
Latin America,Saint Vincent and the Grenadines,VCT,2011," 109,000 "," 2,921 ", 0.96 , 5.27 ,1
Latin America,Saint Vincent and the Grenadines,VCT,2011," 109,000 "," 2,921 ", 0.96 , 5.47 ,0
Latin America,Venezuela,VEN,1961," 7,873,000 "," 2,148 ", 0.89 , 26.28 ,0
Latin America,Venezuela,VEN,1962," 8,172,000 "," 2,109 ", 0.90 , 26.33 ,0
Latin America,Venezuela,VEN,1963," 8,477,000 "," 2,102 ", 0.90 , 25.96 ,0
Latin America,Venezuela,VEN,1964," 8,786,000 "," 2,299 ", 0.87 , 25.04 ,0
Latin America,Venezuela,VEN,1965," 9,096,000 "," 2,267 ", 0.86 , 27.61 ,0
Latin America,Venezuela,VEN,1966," 9,407,000 "," 2,216 ", 0.88 , 25.64 ,0
Latin America,Venezuela,VEN,1967," 9,720,000 "," 2,229 ", 0.87 , 26.58 ,0
Latin America,Venezuela,VEN,1968," 10,040,000 "," 2,266 ", 0.85 , 28.38 ,0
Latin America,Venezuela,VEN,1969," 10,374,000 "," 2,330 ", 0.85 , 27.42 ,0
Latin America,Venezuela,VEN,1970," 10,724,000 "," 2,336 ", 0.85 , 26.94 ,0
Latin America,Venezuela,VEN,1971," 11,093,000 "," 2,325 ", 0.86 , 27.16 ,0
Latin America,Venezuela,VEN,1972," 11,479,000 "," 2,268 ", 0.86 , 28.09 ,0
Latin America,Venezuela,VEN,1973," 11,882,000 "," 2,262 ", 0.87 , 27.52 ,0
Latin America,Venezuela,VEN,1974," 12,302,000 "," 2,283 ", 0.86 , 28.14 ,0
Latin America,Venezuela,VEN,1975," 12,740,000 "," 2,384 ", 0.86 , 24.92 ,0
Latin America,Venezuela,VEN,1976," 13,196,000 "," 2,457 ", 0.86 , 23.45 ,0
Latin America,Venezuela,VEN,1977," 13,669,000 "," 2,598 ", 0.89 , 16.48 ,0
Latin America,Venezuela,VEN,1978," 14,150,000 "," 2,593 ", 0.87 , 18.72 ,0
Latin America,Venezuela,VEN,1979," 14,629,000 "," 2,660 ", 0.86 , 18.60 ,0
Latin America,Venezuela,VEN,1980," 15,096,000 "," 2,708 ", 0.85 , 19.36 ,0
Latin America,Venezuela,VEN,1981," 15,550,000 "," 2,757 ", 0.86 , 16.23 ,0
Latin America,Venezuela,VEN,1982," 15,990,000 "," 2,572 ", 0.87 , 19.49 ,0
Latin America,Venezuela,VEN,1983," 16,426,000 "," 2,607 ", 0.84 , 22.76 ,0
Latin America,Venezuela,VEN,1984," 16,868,000 "," 2,749 ", 0.84 , 20.93 ,0
Latin America,Venezuela,VEN,1985," 17,323,000 "," 2,633 ", 0.84 , 23.03 ,0
Latin America,Venezuela,VEN,1986," 17,793,000 "," 2,394 ", 0.83 , 31.07 ,0
Latin America,Venezuela,VEN,1987," 18,276,000 "," 2,567 ", 0.81 , 29.10 ,0
Latin America,Venezuela,VEN,1988," 18,766,000 "," 2,764 ", 0.82 , 24.12 ,0
Latin America,Venezuela,VEN,1989," 19,256,000 "," 2,296 ", 0.83 , 34.42 ,0
Latin America,Venezuela,VEN,1990," 19,741,000 "," 2,387 ", 0.82 , 33.89 ,0
Latin America,Venezuela,VEN,1991," 20,219,000 "," 2,439 ", 0.85 , 27.06 ,0
Latin America,Venezuela,VEN,1992," 20,692,000 "," 2,541 ", 0.84 , 26.16 ,0
Latin America,Venezuela,VEN,1993," 21,160,000 "," 2,425 ", 0.84 , 28.97 ,0
Latin America,Venezuela,VEN,1994," 21,627,000 "," 2,391 ", 0.84 , 30.63 ,0
Latin America,Venezuela,VEN,1995," 22,092,000 "," 2,454 ", 0.85 , 28.20 ,0
Latin America,Venezuela,VEN,1996," 22,557,000 "," 2,407 ", 0.84 , 30.36 ,0
Latin America,Venezuela,VEN,1997," 23,020,000 "," 2,305 ", 0.86 , 29.03 ,0
Latin America,Venezuela,VEN,1998," 23,483,000 "," 2,374 ", 0.87 , 25.14 ,0
Latin America,Venezuela,VEN,1999," 23,945,000 "," 2,362 ", 0.87 , 27.08 ,0
Latin America,Venezuela,VEN,2000," 24,408,000 "," 2,476 ", 0.86 , 25.60 ,0
